text,intent,label
using {{Account Type}} account,switch_account,1
can you help me see what hours I can call customer support?,contact_customer_service,0
i want assistance to inform of sign-up issues,registration_problems,0
wanna acquire several of ur product how do i do it,place_order,1
I want help talking with customer assistance,contact_customer_service,0
i have to enter my secondary shipping address,set_up_shipping_address,1
modify data on {{Account Category}} account,edit_account,1
i dont know what i need to do to change to the gold account,switch_account,1
what do I have to do to talk to customer service?,contact_customer_service,0
I want assistance deleting my premium account,delete_account,1
editing {{Account Category}}  account,edit_account,1
how to cancel the subscription to ur company newsletter,newsletter_subscription,0
I am trying to hcange some articles of purchase {{Order Number}},change_order,1
i want asistance to retrieve my fucking password,recover_password,1
how to see the status of the compensation?,track_refund,0
have problems with canceling purchase {{Order Number}},cancel_order,1
"I have got to check the payment options, how do I do it?",check_payment_methods,0
i submitted an wrong address how can i edit it,change_shipping_address,1
need assistance to get the invoices from {{Person Name}},get_invoice,0
"I need to list the payment options, how could I do it?",check_payment_methods,0
trouble setting up my new delivery address,set_up_shipping_address,1
I need to order a bloody item,place_order,1
I don't know how I can write a comment for  a product,review,0
i dont know what to do to speak to customer support,contact_customer_service,0
help to see in which cases can i request my money back,check_refund_policy,0
how do I sign up to the company newsletter?,newsletter_subscription,0
can you help me to delete my premium account?,delete_account,1
"I want to open a new goddamn {{Account Type}} account, how do I do it?",create_account,1
"I cannot understand you, I want to speak with a human agent",contact_human_agent,0
I have got to obtain a compensation of money,get_refund,1
can you help me setting another delivery addrss up?,set_up_shipping_address,1
assistance canceling purchase {{Order Number}},cancel_order,1
errors with online payments,payment_issue,1
want assistance to file a customer reclamation,complaint,0
"I have got to submit hte secondary shipping address, help me",set_up_shipping_address,1
help me talking with a live agent,contact_human_agent,0
i dont know what i have to do to submit my delivery address,set_up_shipping_address,1
help checking your accepted payment options,check_payment_methods,0
how to edit the address?,change_shipping_address,1
where do I leave a review for your services?,review,0
"I want to see the ETA of order {{Order Number}}, how do I do it?",track_order,0
new {{Account Category}} acount for wife,create_account,1
I have an error setting up another delivery address,set_up_shipping_address,1
how to restore the key of my profile,recover_password,1
"I cannot make a payment, I want help to report a problem",payment_issue,1
I need help trying to upadte the shipping address,change_shipping_address,1
how could I see the payment options?,check_payment_methods,0
I'm calling to lodge a claim against ur organization,complaint,0
how do i retrieve the pin code of myaccount,recover_password,1
"I have got to download invoice #12588, how can I do it?",get_invoice,0
I need assistance informing of errors with signup,registration_problems,0
i do not know what to do to see hte termination charges,check_cancellation_fee,0
I'm waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund,0
"I have got to talk with customer assistance, how to do it?",contact_customer_service,0
where to see order {{Order Number}} status?,track_order,0
help to get my bill from {{Person Name}},get_invoice,0
help me check the accepted payment modalities,check_payment_methods,0
is it possible to see the early exit fees?,check_cancellation_fee,0
delete freemium acvount,delete_account,1
i do not know what i have to do to get my money back,get_refund,1
"I put my old address by mistake, modify it",change_shipping_address,1
reporting registration issues,registration_problems,0
need assistance seeing what delivery options are there,delivery_options,0
help me notify of errors with registrations,registration_problems,0
I odn't know how to leave feedback for your services,review,0
help me see purchase {{Order Number}} status,track_order,0
need to modify my delivery addrexs how do i do it,change_shipping_address,1
"I want to retrieve the damn key of my user, I need help",recover_password,1
can you help me switching to the {{Account Category}} account?,switch_account,1
I need help to see what payment methods are accepted,check_payment_methods,0
I am waiting for an restitution of {{Currency Symbol}}{{Refund Amount}},track_refund,0
I want assistance cancelling the premium account,delete_account,1
I do not know what to do to inform of an issue with a signup,registration_problems,0
i want assistance to check how long refunds usually take,check_refund_policy,0
how do i update the shipping address,change_shipping_address,1
where can I see if there are any updates on the restitution?,track_refund,0
need help informing of rergistration errors,registration_problems,0
could you show me in what situations can I request refunds?,check_refund_policy,0
change data on platinum account,edit_account,1
i do not know how to update my personal info,edit_account,1
wanna sign up too the company newsletter i need help,newsletter_subscription,0
what do I have to do to list the allowed payment methods?,check_payment_methods,0
I cannot find anything about the termination penalties,check_cancellation_fee,0
I need assistance to change  to the {{Account Type}} account,switch_account,1
can you help me inform of a problem  with signup?,registration_problems,0
i do not know how i can see the reimbursement current status,track_refund,0
I need assistance to contact somebody,contact_human_agent,0
how do I use the {{Account Type}} account?,switch_account,1
how do I make a claim against your company?,complaint,0
where do i check the current status of purchase {{Order Number}},track_order,0
I want help to open a {{Account Type}} account,create_account,1
I want assistance to restore my user access key,recover_password,1
I need assistance to notify of an error with online payments,payment_issue,1
I don't know what I have to do to get my invoice #12588,get_invoice,0
could I see how long the fucking refunds usually take?,check_refund_policy,0
can you help me earning something?,place_order,1
help me remove several products from order {{Order Number}},change_order,1
i need assistznce to cancel my {{Account Category}} account,delete_account,1
I do not know how I can notify of registration issues,registration_problems,0
i try to receive compensations of money,get_refund,1
I want assistance receiving a refund of my money,get_refund,1
how to lodge a customer claim against your organization?,complaint,0
"I have forgotten my PIN, could I reset it?",recover_password,1
could you help me to submit my feedback for your products?,review,0
wanna switch some articles of order {{Order Number}} help me,change_order,1
what do i need to do to reover my account pin,recover_password,1
where could I receive the fucking company newsletter?,newsletter_subscription,0
help me see what hours customer support available is,contact_customer_service,0
i need assistance to set up the new delivery address,set_up_shipping_address,1
help me reset my user access key,recover_password,1
where can I unsubscribe to your companynewsletter?,newsletter_subscription,0
"I have tounsubscribe from the newsletter, help me",newsletter_subscription,0
i dont know what i need to do to obtain compensations,get_refund,1
can you help me to see the early termination fees?,check_cancellation_fee,0
do you have a section to leave an review for a service?,review,0
I don't know how to receive your company newsletter,newsletter_subscription,0
I want to see the status of order {{Order Number}},track_order,0
"I need to purchase several items, how can I do it?",place_order,1
wanna submit feedback for ur services help me,review,0
I try to track purchase {{Order Number}},track_order,0
changing to {{Account Type}} account,switch_account,1
open a premium acount for my dad,create_account,1
i do not know what i need to do to get my invoice #12588,get_invoice,0
I have a error changing the delivery address,change_shipping_address,1
where can i report problems with online payment,payment_issue,1
how long until I get a compensation of money?,get_refund,1
I want assistance to update the information on my profile,edit_account,1
could i list ur accepted payment options,check_payment_methods,0
help me solving troubles with payment,payment_issue,1
I want assistance to reset the PIN of my user,recover_password,1
can you help me restoring myPIN code?,recover_password,1
how can I check how soon can I expect my parcel?,delivery_period,0
how to leave an opinion about ur products,review,0
edit info on pro account,edit_account,1
i do not have a {{Account Type}} account want help signing up,create_account,1
subscribe tothe corporate newsletter,newsletter_subscription,0
I need to notify of troubles with online payment,payment_issue,1
i have got to track my refund,track_refund,0
help me to contact damn customer support,contact_customer_service,0
how can I check your reimbursement policy?,check_refund_policy,0
updating data on {{Account Type}} account,edit_account,1
is it possible to restore my user PIN?,recover_password,1
there is an issue setting up my delivery address,set_up_shipping_address,1
modify information on platinum account,edit_account,1
I don't know how I can retrieve my account PIN,recover_password,1
wanna change some items of order {{Order Number}},change_order,1
can ya hepl me see when will my item arrive,delivery_period,0
help me write a review,review,0
I need assistance speaking to an assistant,contact_human_agent,0
i need assistance to cancel order {{Order Number}},cancel_order,1
wanna submit the new shipping address how do i do it,set_up_shipping_address,1
how do I report an issue with online payment?,payment_issue,1
I am trying to check your money back guarantee,check_refund_policy,0
help with changing purchase {{Order Number}},change_order,1
what do i need to do to get my bill from {{Person Name}},get_invoice,0
help me sign up to the corporate newsletter,newsletter_subscription,0
how do I ddmand refunds of my money?,get_refund,1
where do I update the delivery address?,change_shipping_address,1
I need assistance to talk to customer service,contact_customer_service,0
cn I place an order from {{Delivery City}}?,delivery_options,0
edit information on {{Account Type}} account,edit_account,1
I have got to check what goddamn delivery methods I have,delivery_options,0
I'm waiting for a refund of {{Refund Amount}} dollrs,track_refund,0
problem with cancelig order {{Order Number}},cancel_order,1
I need assistance to notify of problems with a sign-up,registration_problems,0
ya have an address to submit some feednack,review,0
i try to make a claim against ur organization,complaint,0
i do not know what to do to reset my profile pass,recover_password,1
i need help to switch to the standard account,switch_account,1
I need assistance ordering an item,place_order,1
help to see in which cases can I ask for refunds,check_refund_policy,0
i do not know how to notify of payment errors,payment_issue,1
what do i need to do to set the shipping address up,set_up_shipping_address,1
"I have to get the goddamn bill from {{Person Name}}, help me",get_invoice,0
help me check the shipment options,delivery_options,0
is it possible to speak to goddamn customer service?,contact_customer_service,0
i have to check how long reufnds take how to do it,check_refund_policy,0
give me information about {{Account Type}} account cancellations,delete_account,1
change info on {{Account Type}} account,edit_account,1
i do not know what i have to do to notify of a sign-up error,registration_problems,0
tell me about correcting the shipping address,change_shipping_address,1
want assistance checking the accepted payment modalities,check_payment_methods,0
how to modify the damn information on my user?,edit_account,1
I need help checking the early exit charge,check_cancellation_fee,0
i aint registered can i create a {{Account Category}} account,create_account,1
informing of issue with sign-up,registration_problems,0
need help listinmg ur damn payment options,check_payment_methods,0
I do not know how I could see order {{Order Number}} status,track_order,0
I want help to submit feedback for your company,review,0
is it possible to update order {{Order Number}}?,change_order,1
do you ship to {{Delivery Country}}?,delivery_options,0
I have to lodge a consumerr claim against your company,complaint,0
"I want to set up the delivery address, how could I do it?",set_up_shipping_address,1
i want help submitting my feedback aabout ur company,review,0
want help to check my reimbursement current status,track_refund,0
create new standard account,create_account,1
can ya help me to check how son can i expect the shipment,delivery_period,0
I have to report issues with payments,payment_issue,1
is it possible to talk with somebody?,contact_human_agent,0
how could I get information aout an address update?,change_shipping_address,1
need assistance trying to corrcet my delivery address,change_shipping_address,1
where do i get an compensation of money,get_refund,1
how to update the shipping address?,change_shipping_address,1
editing order {{Order Number}},change_order,1
i dont know how i can submit my feedback for ur products,review,0
I have got to notify of troubles with payments,payment_issue,1
"I need to check the cancellation penalties, can you help me?",check_cancellation_fee,0
ik do not know how i can notify of a sign-up problem,registration_problems,0
I try to see what hours customer service aailable is,contact_customer_service,0
I cannot unsubscribe to the goddamn corporate newsletter,newsletter_subscription,0
there is an error setting up a secondary shipping address,set_up_shipping_address,1
want assistance to demand a refund of my money,get_refund,1
need assitance setting my new delivery address up,set_up_shipping_address,1
can i check when my bloody shipment is gonna arrive,delivery_period,0
tell me what hours i can contact customer sasistance,contact_customer_service,0
want help swapping an article of purchase {{Order Number}},change_order,1
I try to list your payment methods,check_payment_methods,0
i cant edit order {{Order Number}},change_order,1
what do I have to do to change my shipping address?,change_shipping_address,1
help me seeing in which situations can I ask for a refund,check_refund_policy,0
wanna modify purchase {{Order Number}},change_order,1
can you help me report an error with payments?,payment_issue,1
I don't know what I have to do to report payment problems,payment_issue,1
help me seeing in what cases can I request reimbursements,check_refund_policy,0
can ya help me cancel purchase {{Order Number}},cancel_order,1
my experience with ur brand was awful make a claim,complaint,0
is there a section to send an opinion for a service,review,0
where do I lodge a consumer reclamation?,complaint,0
I have got to request a refund,get_refund,1
canceling purchase {{Order Number}},cancel_order,1
where to obtain rebates of my money?,get_refund,1
correcting order {{Order Number}},change_order,1
i need help to recover my account access key,recover_password,1
need help to check the ETA of the order {{Order Number}},track_order,0
"I chose a wrong shipping address, can I correct it?",change_shipping_address,1
help correcting my address,change_shipping_address,1
I want help to earn several of your item,place_order,1
want help to file a consumer claim,complaint,0
I want assistance to see the cancellation penalties,check_cancellation_fee,0
help to check in which cases can I request my money back,check_refund_policy,0
deleting freemium account,delete_account,1
assistance checking the ETA of the purchase {{Order Number}},track_order,0
where is order {{Order Number}}?,track_order,0
how to check the ETA of the order {{Order Number}},track_order,0
can you help me listing your accepted payment modalities?,check_payment_methods,0
i need help notifying of problems with a signup,registration_problems,0
I don't know how to speak with customer support,contact_customer_service,0
I'm trying to speak to a live agent,contact_human_agent,0
I don't know how I can acquire some items,place_order,1
change data on {{Account Type}} account,edit_account,1
assistance submitting feedback for ur services,review,0
create pro cacount,create_account,1
I need to reset the password of my user profile,recover_password,1
"I have to call customer service, could you help me?",contact_customer_service,0
i dont know what i have to do to remove my standard account,delete_account,1
do you ship  to {{Delivery Country}}?,delivery_options,0
"someone has stolen my user account key, help to restore it",recover_password,1
help me seeing in what cases can I ask for refunds,check_refund_policy,0
what do I ned to do to talk to someone?,contact_human_agent,0
can you tell me more about correcting the bloody address?,change_shipping_address,1
can you help  me report problems with a sign-up?,registration_problems,0
I don't know what I need to do to speak to someone,contact_human_agent,0
acn I make a consumer reclamation against your business?,complaint,0
need to create an standard account,create_account,1
where to check te termination charges,check_cancellation_fee,0
"I have got to see the cancellation charge, can you help me?",check_cancellation_fee,0
mail me my bill from {{Person Name}},get_invoice,0
need assistance withcanceling purchase {{Order Number}},cancel_order,1
I can't inform of prblems with sign-up,registration_problems,0
need assistance talking to customer service,contact_customer_service,0
i have to list the accepted payment methods,check_payment_methods,0
create another {{Account Category}} account for mum,create_account,1
i do not know how to buy several of ur item,place_order,1
I cannot add some articles to order {{Order Number}},change_order,1
where do i see the withdrawal penalty,check_cancellation_fee,0
open another pro account,create_account,1
there is an issue trying to update the address,change_shipping_address,1
"I have to see the early exit fee, I need help",check_cancellation_fee,0
can i send  feedback for ur services,review,0
can i swap a product of purchase {{Order Number}},change_order,1
need assistance to check purchase {{Order Number}} status,track_order,0
edit info on {{Account Category}} accunt,edit_account,1
I have to check when my bloody package is going to arrive,delivery_period,0
I want to check when my item is going to arrivd,delivery_period,0
i dont know how to order several of ur article,place_order,1
I have to cancel my subscription to the corporate newsletter,newsletter_subscription,0
where to edit my delivery address?,change_shipping_address,1
what do I need to do to get my invoice #12588?,get_invoice,0
I want assistance retrieving my user profile key,recover_password,1
"I want to delete an item from purchase {{Order Number}}, help me",change_order,1
i need supports updaing the damn address,change_shipping_address,1
new {{Account Type}} acount,create_account,1
help me see at what time customer support available is,contact_customer_service,0
"I have to add a product to purchase {{Order Number}}, how to do it?",change_order,1
check order {{Order Number}} current status,track_order,0
lodge customer complaint against your business,complaint,0
I want help informing of signup problems,registration_problems,0
i expect an reimbursement of {{Refund Amount}} dollars,track_refund,0
how do I talk to an operator?,contact_human_agent,0
get invoices from {{Person Name}},get_invoice,0
can i place an order frim {{Delivery Country}},delivery_options,0
help to receive the corporate newsletter,newsletter_subscription,0
i cant make payments help to report issues with payments,payment_issue,1
how to use the {{Account Type}} profile?,switch_account,1
I am waiting for a rebate of {{Refund Amount}} dollars,track_refund,0
I'm waiting for a reimbursement of 299dollars,track_refund,0
I have got to add a product to order {{Order Number}},change_order,1
is it possible to switch to the freemium account,switch_account,1
give me information about updating my delivery address,change_shipping_address,1
i need assistance submitting my feedback,review,0
I do not know what I need to do to see my rebate status,track_refund,0
i want help downloading the bill #85632,get_invoice,0
where to check when my item is going to arrive?,delivery_period,0
"I am looking for the delivery methods, I need assistance",delivery_options,0
i dont know what to do to set up my shipping address,set_up_shipping_address,1
i have to edit the info included on my user can uhelp me,edit_account,1
wanna reset the access key of my account,recover_password,1
i need assistance informing of problems with online payment,payment_issue,1
are the service charges refundable?,check_refund_policy,0
wanna open a gold account,create_account,1
i wan assistance checking how soon can i expect the purchase,delivery_period,0
help to see what shipping options you offer,delivery_options,0
could you help me talking to an assistant?,contact_human_agent,0
"I would like to make a consumer complaint, will you help me?",complaint,0
how to see if there is anything wrong with my compensation,track_refund,0
want assistance cancelling order {{Order Number}},cancel_order,1
how could I reset the PIN of my account?,recover_password,1
check if there is anything wrong with my damn restitution,track_refund,0
I do not know what to do to inform of problems with signup,registration_problems,0
how to send feedback about your products?,review,0
I have problems with deleting an item from order {{Order Number}},change_order,1
help with canceling purchase {{Order Number}},cancel_order,1
I do not know what I need to do to get my invoice #00108,get_invoice,0
need assistance to check in what cases can i request refunds,check_refund_policy,0
what do I need to do to switch to the pro account?,switch_account,1
editing details on gold account,edit_account,1
deliverids to {{Delivery Country}},delivery_options,0
help me swapping an item of order {{Order Number}},change_order,1
i no longer use the pro account I'm trying to delete it,delete_account,1
where to notify of an error with signup?,registration_problems,0
I want help to sdt up the new shipping address,set_up_shipping_address,1
i want help speaking to a person,contact_human_agent,0
correcting information on pro account,edit_account,1
I don't know how to inhform of a problem with sign-up,registration_problems,0
can you help me to file a fucking customer reclamation?,complaint,0
change info on gold account,edit_account,1
where can I cancel purchase {{Order Number}}?,cancel_order,1
can you help me restoring the password of my account?,recover_password,1
help sending feedback for your company,review,0
I need to unsubscribe from your newsletter,newsletter_subscription,0
changkng to {{Account Type}} account,switch_account,1
"I need to see your available payment options, how to do it?",check_payment_methods,0
can ya help me to send some feedback about a service,review,0
can you help me sign up to the company newsletter?,newsletter_subscription,0
I don't know what to do to call customer support,contact_customer_service,0
I have to change to the goddamn {{Account Category}} account,switch_account,1
I don't know what to do to remove the standard account,delete_account,1
I'd like to lodge a damn consumer claim how could i do it,complaint,0
i do not know how to see the withdrawal penalties,check_cancellation_fee,0
I don't know how to delete my standard account,delete_account,1
wanna check uf refund policy,check_refund_policy,0
need assistance to check the ETA of purchase {{Order Number}},track_order,0
i want help to cancel purchase {{Order Number}},cancel_order,1
what do i need to od to download my invoice #37777,get_invoice,0
wanna edit the info on my account i need help,edit_account,1
i need information about my company newsletter subscription,newsletter_subscription,0
new {{Account Type}} account,create_account,1
"I need to see the allowed payment options, help me",check_payment_methods,0
problems with swapping a product of purchase {{Order Number}},change_order,1
hw can I notify of errors with a signup?,registration_problems,0
where do I se what hours I can reach customer assistance?,contact_customer_service,0
I don't know what I have to do to speak with an asistant,contact_human_agent,0
help me lodge a consumer complaint against ur business,complaint,0
help me check the cancellation charge,check_cancellation_fee,0
can you help me check the early exit penalties?,check_cancellation_fee,0
I don't know how I can speak wih customer service,contact_customer_service,0
where to order several of your product?,place_order,1
want help seeing at what time i can contact customer service,contact_customer_service,0
see purchase {{Order Number}} current status,track_order,0
I have to file a customer claim against your business,complaint,0
shipmetns to {{Delivery City}},delivery_options,0
help to close my {{Account Category}} acount,delete_account,1
can you help me inform of an problem with sign-up?,registration_problems,0
help me solve payment problems,payment_issue,1
can I check the early termination fee?,check_cancellation_fee,0
help me see in what cases can I ask for a refund,check_refund_policy,0
checking purchase {{Order Number}} status,track_order,0
i want assistance checking what paytment methods ya accept,check_payment_methods,0
assistance  to report issues with payment,payment_issue,1
help me to inform of a registration issue,registration_problems,0
need assistance getting a refund of my money,get_refund,1
I do not know how to reset my user profile PIN code,recover_password,1
I'm waiting for a refund of {{Currency Symbol}}{{Refund Amount}},track_refund,0
I want to know about correcting my delivery address,change_shipping_address,1
directing to operator,contact_human_agent,0
need help to order several of your article,place_order,1
reimbursing {{Refund Amount}} dollars,get_refund,1
correcting info on {{Account Type}} aqccount,edit_account,1
need assistance to correct my address,change_shipping_address,1
I have got to earn some products,place_order,1
"I have got to subscribe to the newsletter, I need assistance",newsletter_subscription,0
i have a problem with cancelling order {{Order Number}},cancel_order,1
help me to submit feedback about your products,review,0
help me purchase some of your item,place_order,1
"the shipping address has changed, can you correct it?",change_shipping_address,1
where can I make a consumer claim against your company?,complaint,0
help me to use the premium profile,switch_account,1
i dont know what to do to correct the delivery address,change_shipping_address,1
where can I get information about shipping periods ?,delivery_period,0
need help listing ur payment modalities,check_payment_methods,0
I want help informing of a problem with signup,registration_problems,0
wanna leave goddamn feedback about ur services,review,0
i dont  understand ya assistance speaking to a live agent,contact_human_agent,0
I don't know how I can modify the address,change_shipping_address,1
I don't know how to list the payment  methods,check_payment_methods,0
create nbew {{Account Type}} account,create_account,1
i need help to subvmit some feedback about ur products,review,0
where to ask for a rebate of money,get_refund,1
i want help recovering the access key of my profile,recover_password,1
I cannot find the withdrawal penalties,check_cancellation_fee,0
I do not know how I can receive a bloody reimbursement,get_refund,1
support correcting my address,change_shipping_address,1
wanna ask for a restutution of my money,get_refund,1
assistance to swee the accepted payment options,check_payment_methods,0
I want to check your payment modalities,check_payment_methods,0
"I need to submit the goddamn shipping address, how to do it?",set_up_shipping_address,1
where can I get information about {{Account Type}} account deletions?,delete_account,1
i have a question about cancelling oorder {{Order Number}},cancel_order,1
"I need to earn some articles, how can I do it?",place_order,1
"I have got to see the accepted payment options, I need help",check_payment_methods,0
purchase several of your product,place_order,1
can uhelp me resetting the password of my user profile,recover_password,1
could you help me seeing when will my parcel arrive?,delivery_period,0
informing of issues creating user account,registration_problems,0
where to unsubscribe from the corporate newsletter,newsletter_subscription,0
support updating my address,change_shipping_address,1
I need help reporting a problem with payment,payment_issue,1
I don't know how I can change to the {{Account Type}} account,switch_account,1
see in whnich situations can I request my money back,check_refund_policy,0
what do I need to do to change to the pro account?,switch_account,1
need to check the withdrawal charge,check_cancellation_fee,0
want help to make a complaint against your business,complaint,0
switch to gold account,switch_account,1
how can i create a standard account,create_account,1
I want help to check the termnation fees,check_cancellation_fee,0
getting invoices from {{Person Name}},get_invoice,0
troubles setting up a delivery address,set_up_shipping_address,1
I call to download bill #00108,get_invoice,0
i dont know how i can notify of issues with online payments,payment_issue,1
i want assistance opening a {{Account Type}} account for my dad,create_account,1
I would like to talk to a operator,contact_human_agent,0
could you help me set up the new shipping address?,set_up_shipping_address,1
need assistance to reset my user profile PIN code,recover_password,1
help me editingorder {{Order Number}},change_order,1
I want assistance to speak to somebody,contact_human_agent,0
howe can I download the invoice #12588?,get_invoice,0
removing {{Account Type}} account,delete_account,1
I want assistance cancelling purchase {{Order Number}},cancel_order,1
how can I erdit purchase {{Order Number}}?,change_order,1
I have got to sign up to the corporate newsletter,newsletter_subscription,0
give me information about opening {{Account Category}} accounts,create_account,1
I have got to report payment problems,payment_issue,1
I have a question about a freemium account cancellation,delete_account,1
where do I earn seberal products?,place_order,1
is it possible to inform of sign-up problems?,registration_problems,0
assistance to check how long it takes for my item to arrive,delivery_period,0
I do not know how I can create a gold account,create_account,1
need to see the damn eta of the purchase {{Order Number}} help me,track_order,0
want assistance to report issues with payment,payment_issue,1
I don't know what to do to notiyf of registration errors,registration_problems,0
I have to notify of payment isues,payment_issue,1
i chose a wfong fucking address i wanna correct it,change_shipping_address,1
how to submit the secondary delivery address?,set_up_shipping_address,1
i do not know what to do to retrieve my profile access key,recover_password,1
can you help me camceling the purchase I made?,cancel_order,1
I have got to retrieve my user profile password,recover_password,1
were can I see how long it takes for my package to arrive?,delivery_period,0
i need help trackng order {{Order Number}},track_order,0
want help sending feedback for a product,review,0
assistance receiving the company newsletter,newsletter_subscription,0
update {{Account Category}} account,edit_account,1
I need help to switch several articles of order {{Order Number}},change_order,1
"I have to change to the platinum account, how do I do it?",switch_account,1
i do not know what to do to reset the password of my profile,recover_password,1
is it possible to create a gold account,create_account,1
question about the removal of my standard account,delete_account,1
help me chatting with a person,contact_human_agent,0
I have  got to see the termination charges,check_cancellation_fee,0
need to modify the user info help me,edit_account,1
what do i have to do to contact an agwnt,contact_human_agent,0
how can i get my bill from {{Person Name}},get_invoice,0
could I check if there is anything new on the compensation?,track_refund,0
"I cannot remember my damn profile key, how to restore it?",recover_password,1
is there a section to leave a bloody opinion about a service,review,0
what do I have to do to cancel purchase {{Order Number}}?,cancel_order,1
i dont know how i can retrieve the access key olf my account,recover_password,1
switch to  {{Account Category}} account,switch_account,1
I want help to inform of problems with a sign-up,registration_problems,0
could you help me to check your payment modalities?,check_payment_methods,0
where can i check purchase {{Order Number}} status,track_order,0
can you help me to delete the platinum account?,delete_account,1
I don't know how to talk with someone,contact_human_agent,0
help me to see the cancellation fee,check_cancellation_fee,0
I don't know how to acquire some articles,place_order,1
can i check the shipping methods,delivery_options,0
updating information on pro account,edit_account,1
I need help correcting my address,change_shipping_address,1
creating new {{Account Category}} account,create_account,1
how tolodge a customer complaint,complaint,0
I want assistance to download the bills from {{Person Name}},get_invoice,0
is it possibleto place an order from {{Delivery City}},delivery_options,0
I want help to ask for an rebate of money,get_refund,1
there is an issue setting up a shipping address,set_up_shipping_address,1
I don't know what I have to do to call customer support,contact_customer_service,0
I can't find the early terminatuon penalty,check_cancellation_fee,0
i expect a restitution of {{Refund Amount}} dollars,track_refund,0
need assistance reporting payment erroors,payment_issue,1
i dont know what to do to download the bill #85632,get_invoice,0
want assistance to request a restitution of money,get_refund,1
where do I receive a refund of my money?,get_refund,1
I'm dissatisfied with ur work help me making a complaint,complaint,0
how can I see when my article is going to arrive?,delivery_period,0
help me seeing how soon can I expect my parcel,delivery_period,0
"I have got to use the standard profile, can I get some help?",switch_account,1
I don't know what to do to inform of an error with a sign-up,registration_problems,0
i need support modifying my delivery addtess,change_shipping_address,1
can i see the available payment methods,check_payment_methods,0
I have a problem with the deletion of a {{Account Type}} account,delete_account,1
"I cannot create an account, notify of registration problems",registration_problems,0
there are troubles submitting a new delivery address,set_up_shipping_address,1
"I can't understand you, can I chat with a human agent?",contact_human_agent,0
could you help me check what delivery methods you offer?,delivery_options,0
want help to report an issue with online payments,payment_issue,1
is their a section to submit my feedback about a product,review,0
want help receiving a restitution of my money,get_refund,1
can uhelp me downloading my bils from {{Person Name}},get_invoice,0
someone stole my user pass i want assistance to recover it,recover_password,1
I do not know how to earn a product,place_order,1
edit {{Account Type}} accont,edit_account,1
see early exit fee,check_cancellation_fee,0
I'm trying to check how long the shipping takes,delivery_period,0
I have a trouble trying to update the delivery address,change_shipping_address,1
want assistance to leave feedback for ur products,review,0
how could I swap several items of purchase {{Order Number}}?,change_order,1
y i cannot submit a secondary delivery address valid,set_up_shipping_address,1
could you tell me what hours customer support available is?,contact_customer_service,0
deleting {{Account Category}} account,delete_account,1
chnaging order {{Order Number}},change_order,1
I expect a reimbursement of {{Refund Amount}} dollars,track_refund,0
i do not know how i could switch tto the standard account,switch_account,1
I cannot subscribe to youir newsletter,newsletter_subscription,0
"I want to speak with customer service, helpme",contact_customer_service,0
can you help me enter a different shipping address?,set_up_shipping_address,1
assistance canceling the corporate newsletter subscription,newsletter_subscription,0
I want assistance creating a standard account for my fiance,create_account,1
rebating  {{Refund Amount}} dollars,get_refund,1
getting bills from {{Person Name}},get_invoice,0
I want assistance to reset the PIN of my  profile,recover_password,1
assistance to file a customer complaint,complaint,0
how do I see how  long it takes for the package to arrive?,delivery_period,0
what do I ned to do to cancel order {{Order Number}}?,cancel_order,1
"you arenot being helpful at all, I want to speak to a person",contact_human_agent,0
want help creating a premium account for my dad,create_account,1
I'm trying to cancel the subscription to the newsletter,newsletter_subscription,0
I need help to report errors with a signup,registration_problems,0
can you send me my bill from {{Person Name}}?,get_invoice,0
see under which circumstances can I ask for a refund,check_refund_policy,0
have a problem with tge pin code retrieval,recover_password,1
I want help checking when my shipment is going to arrive,delivery_period,0
I don't know what to do to inform of a registration error,registration_problems,0
I have got to subscribe to the corporate newsletter,newsletter_subscription,0
locate order {{Order Number}},track_order,0
tell me about updating my delivery address,change_shipping_address,1
want assistance shopping some of your product,place_order,1
i call to see when my product is gonna arrive,delivery_period,0
i try to seehow long it takes for my package to arrive,delivery_period,0
I have to check if there is anything new on the restitution,track_refund,0
I need help to notify of a trouble with payment,payment_issue,1
I have got to see what delivery methods you offer,delivery_options,0
help me  subscribe to your newsletter,newsletter_subscription,0
I want help to report payment problems,payment_issue,1
I do not know how I can cancel purchase {{Order Number}},cancel_order,1
I have to check what shipment options I can choose,delivery_options,0
I have got to see in what cases can I ask for a refund,check_refund_policy,0
"I have to speak to customer support, how can I do it?",contact_customer_service,0
modifying details on {{Account Category}} account,edit_account,1
i get an error when i try to make a transfer report it,payment_issue,1
I want assistance deleting a {{Account Category}} account,delete_account,1
how can i see the current status of order {{Order Number}},track_order,0
need to sign up to the corporate newsletter how can i do it,newsletter_subscription,0
"I can't afford order {{Order Number}}, I need help to cancel it",cancel_order,1
buying item,place_order,1
what do i have to do to remove my {{Account Type}} account,delete_account,1
listing available payment modalities,check_payment_methods,0
I am trying to see what options for delivery are there,delivery_options,0
I want help to file a reclamation against your business,complaint,0
I cannot receive the fucking newsletter,newsletter_subscription,0
where could i make a complaint against ur organization,complaint,0
modify data on freemium account,edit_account,1
can ya help me shop several of ur product,place_order,1
"I have paid {{Currency Symbol}}{{Refund Amount}} for a purchase, I want to get a refund",get_refund,1
i dont know how to switch to the standard account,switch_account,1
how can I switch an item of order {{Order Number}}?,change_order,1
